0.000000e+00	5.000000e-01	0.000000e+00	0.000000e+00	3.141593e+00	-3.141593e+00	0.000000e+00	3.923559e+00	0.000000e+00
0.000000e+00	9.916686e-01	7.520614e-03	0.000000e+00	3.141593e+00	0.000000e+00	6.283185e+00	1.092694e+01	-3.141593e+00
4.002389e+01	4.982579e-01	3.843513e-03	0.000000e+00	3.141593e+00	-9.605623e-01	1.580595e+00	3.903071e+00	-6.047959e-01
4.002389e+01	9.920741e-01	6.812873e-03	0.000000e+00	3.141593e+00	-6.189462e+00	-2.122893e+00	1.093364e+01	9.359140e-01
8.004778e+01	4.971859e-01	3.347751e-03	0.000000e+00	3.141593e+00	-1.177388e+00	3.158524e+00	3.890482e+00	-5.082629e+00
8.004778e+01	9.922160e-01	7.493098e-03	0.000000e+00	3.141593e+00	-4.274342e-02	2.049089e+00	1.093599e+01	-1.062818e+00
1.200088e+02	4.971924e-01	1.139230e-02	0.000000e+00	3.141593e+00	-6.288668e-01	4.645970e+00	3.890558e+00	-4.130813e+00
1.200088e+02	9.918951e-01	5.330651e-03	0.000000e+00	3.141593e+00	-6.211558e+00	-8.916087e-02	1.093068e+01	2.982500e+00
1.600327e+02	4.977255e-01	1.054283e-02	0.000000e+00	3.141593e+00	-5.452514e-01	-5.622838e-02	3.896817e+00	-2.662361e+00
1.600327e+02	9.913645e-01	6.387812e-03	0.000000e+00	3.141593e+00	-6.161634e+00	-2.178823e+00	1.092191e+01	8.507922e-01
2.000566e+02	4.985684e-01	1.406195e-02	0.000000e+00	3.141593e+00	-2.265359e-02	1.531481e+00	3.906720e+00	-1.615566e+00
2.000566e+02	9.906997e-01	5.118624e-03	0.000000e+00	3.141593e+00	-6.278006e+00	-4.258636e+00	1.091093e+01	5.151713e+00
2.400177e+02	4.984086e-01	1.454445e-02	0.000000e+00	3.141593e+00	-6.159497e+00	-3.278972e+00	3.904843e+00	6.014476e+00
2.400177e+02	9.904579e-01	5.456623e-03	0.000000e+00	3.141593e+00	-6.251276e+00	-7.769913e-02	1.090693e+01	3.033170e+00
2.800416e+02	4.988089e-01	1.456335e-02	0.000000e+00	3.141593e+00	-5.982032e+00	-1.705102e+00	3.909548e+00	1.161946e+00
2.800416e+02	9.899678e-01	4.709243e-03	0.000000e+00	3.141593e+00	-6.212101e+00	-2.132746e+00	1.089884e+01	9.453814e-01
3.200026e+02	4.978885e-01	1.223831e-02	0.000000e+00	3.141593e+00	-5.433473e+00	-2.195388e-01	3.898732e+00	2.093646e+00
3.200026e+02	9.900346e-01	5.673555e-03	0.000000e+00	3.141593e+00	-3.948363e-02	2.067832e+00	1.089994e+01	-1.044065e+00
3.600265e+02	4.970976e-01	1.293288e-02	0.000000e+00	3.141593e+00	-5.301552e+00	-4.923484e+00	3.889446e+00	3.510254e+00
3.600265e+02	9.900416e-01	4.443252e-03	0.000000e+00	3.141593e+00	-3.650068e-02	3.404103e-02	1.090006e+01	-3.071674e+00
4.000504e+02	4.971102e-01	5.671171e-03	0.000000e+00	3.141593e+00	-4.515073e+00	-3.335620e+00	3.889594e+00	4.310590e+00
4.000504e+02	9.897104e-01	6.104394e-03	0.000000e+00	3.141593e+00	-6.136033e+00	-1.990376e+00	1.089459e+01	1.014406e+00
4.400115e+02	4.978372e-01	4.282918e-03	0.000000e+00	3.141593e+00	-4.538249e+00	-1.857227e+00	3.898129e+00	-4.643962e-01
4.400115e+02	9.890811e-01	5.435926e-03	0.000000e+00	3.141593e+00	-6.754877e-02	2.244819e+00	1.088420e+01	-8.372787e-01
4.800354e+02	4.985811e-01	3.663256e-03	0.000000e+00	3.141593e+00	-8.685709e-01	-2.693944e-01	3.906869e+00	-2.546532e+00
4.800354e+02	9.884482e-01	4.831868e-03	0.000000e+00	3.141593e+00	-6.047395e+00	-6.040525e+00	1.087375e+01	3.148397e+00
5.200592e+02	4.984773e-01	5.364782e-03	0.000000e+00	3.141593e+00	-6.422160e-01	1.304892e+00	3.905650e+00	-1.204488e+00
5.200592e+02	9.881806e-01	4.908284e-03	0.000000e+00	3.141593e+00	-6.120904e+00	-1.745878e+00	1.086934e+01	1.242715e+00
5.600203e+02	4.995446e-01	8.889356e-03	0.000000e+00	3.141593e+00	-2.537258e-01	2.779546e+00	3.918200e+00	-1.102649e-01
5.600203e+02	9.874306e-01	4.824975e-03	0.000000e+00	3.141593e+00	-6.012010e+00	-3.759913e+00	1.085697e+01	5.386165e+00
6.000442e+02	4.980775e-01	1.249553e-02	0.000000e+00	3.141593e+00	-5.903612e+00	-1.918913e+00	3.900952e+00	8.619622e-01
6.000442e+02	9.877398e-01	4.314954e-03	0.000000e+00	3.141593e+00	-7.430414e-03	5.550218e-01	1.086207e+01	-2.583721e+00
6.400053e+02	4.972596e-01	1.343351e-02	0.000000e+00	3.141593e+00	-5.788122e+00	-4.440649e-01	3.891347e+00	2.223932e+00
6.400053e+02	9.877682e-01	3.762000e-03	0.000000e+00	3.141593e+00	-6.040802e+00	-1.436867e+00	1.086254e+01	1.469826e+00
6.800291e+02	4.973040e-01	1.172308e-02	0.000000e+00	3.141593e+00	-4.914454e+00	1.143049e+00	3.891868e+00	2.921082e+00
6.800291e+02	9.874386e-01	5.169405e-03	0.000000e+00	3.141593e+00	-6.263381e+00	-3.383388e+00	1.085710e+01	6.018895e+00
7.200530e+02	4.973282e-01	1.073440e-02	0.000000e+00	3.141593e+00	-4.640462e+00	-3.559941e+00	3.892152e+00	4.203294e+00
7.200530e+02	9.870987e-01	3.971325e-03	0.000000e+00	3.141593e+00	-5.517141e-02	9.657966e-01	1.085149e+01	-2.127379e+00
7.600141e+02	4.971984e-01	4.375648e-03	0.000000e+00	3.141593e+00	-3.284131e+00	-2.074370e+00	3.890628e+00	-1.940003e+00
7.600141e+02	9.868261e-01	4.776761e-03	0.000000e+00	3.141593e+00	-5.935435e+00	-9.948163e-01	1.084700e+01	1.808319e+00
8.000380e+02	4.980724e-01	2.496767e-03	0.000000e+00	3.141593e+00	-2.948374e+00	-4.971771e-01	3.900892e+00	-6.935834e-01
8.000380e+02	9.861454e-01	4.905441e-03	0.000000e+00	3.141593e+00	-6.155300e+00	-2.906087e+00	1.083578e+01	1.086807e-01
8.400619e+02	4.990855e-01	6.210479e-03	0.000000e+00	3.141593e+00	-3.069063e-01	1.089345e+00	3.912800e+00	-1.757557e+00
8.400619e+02	9.854044e-01	3.574931e-03	0.000000e+00	3.141593e+00	-5.996780e+00	-4.807955e+00	1.082357e+01	4.323794e+00
8.800229e+02	4.984427e-01	8.811433e-03	0.000000e+00	3.141593e+00	-6.100473e+00	-3.720445e+00	3.905243e+00	5.509362e+00
8.800229e+02	9.853684e-01	3.746116e-03	0.000000e+00	3.141593e+00	-6.066630e+00	-4.496994e-01	1.082297e+01	2.479951e+00
9.200468e+02	4.997865e-01	1.122957e-02	0.000000e+00	3.141593e+00	-5.520606e+00	-2.144034e+00	3.921047e+00	2.402802e-01
9.200468e+02	9.845003e-01	3.092674e-03	0.000000e+00	3.141593e+00	-6.117145e+00	-2.327412e+00	1.080868e+01	6.518856e-01
9.600079e+02	4.982872e-01	1.062459e-02	0.000000e+00	3.141593e+00	-4.675174e+00	-6.620444e-01	3.903416e+00	8.879390e-01
9.600079e+02	9.848169e-01	4.184380e-03	0.000000e+00	3.141593e+00	-6.158810e+00	-4.231751e+00	1.081389e+01	5.060794e+00
1.000032e+03	4.978153e-01	1.048301e-02	0.000000e+00	3.141593e+00	-4.306613e+00	9.119906e-01	3.897872e+00	2.095231e+00
1.000032e+03	9.846957e-01	3.693577e-03	0.000000e+00	3.141593e+00	-1.530787e-02	1.965303e-01	1.081189e+01	-2.931301e+00
1.040056e+03	4.977625e-01	5.710497e-03	0.000000e+00	3.141593e+00	-3.010300e+00	2.498883e+00	3.897252e+00	2.375533e+00
